title,url,price
Keoghs Crisps Lightly Salted 125G,/groceries/en-IE/products/278295466,€2.79
Kelkin Lowfat Microwave Popcorn 3X80g,/groceries/en-IE/products/255727055,€2.99
Tesco Flaked Almonds 200G,/groceries/en-IE/products/307314499,€2.50
Hellmans Real Mayonnaise 800G,/groceries/en-IE/products/259058235,€5.79
Blue Dragon Sweet Chilli & Garlic Stir Fry Sauce 120G,/groceries/en-IE/products/295871818,€1.15
Kellogg's Fruit & Fibre Cereal 700G,/groceries/en-IE/products/305836092,€4.40
Dolmio Stir In Bacon & Tomato Pasta Sauce 150G,/groceries/en-IE/products/254243375,€2.40
Fibre One Chocolate Fudge Brownie Reduced Sugar 5 X 24G,/groceries/en-IE/products/305829826,€3.99
Tesco Mixed Herbs 18G ..,/groceries/en-IE/products/300456480,€0.55
Tesco Italian Chopped Tomatoes With Garlic 390G,/groceries/en-IE/products/259318844,€0.70
Tesco Bbq Flavoured Coated Peanuts 200G,/groceries/en-IE/products/268345256,€2.00
John West Foods Tuna Chunks In Sunflower Oil 145G,/groceries/en-IE/products/283196547,€2.79
Penn State Sour Cream & Chive Pretzels 175G,/groceries/en-IE/products/254169215,€2.30
Amoy Stir Fry Peanut Satay Sauce 120G,/groceries/en-IE/products/265817786,€2.00
Bear Pure Fruit Yoyo Strawberry 9X20g,/groceries/en-IE/products/286782799,€5.00
Jacobs Olive Oil And Oregano Italian Crackers 250G,/groceries/en-IE/products/260049660,€3.59
Wrigley's Extra Spearmint Bottle 60 Piece,/groceries/en-IE/products/279783394,€3.25
Cadbury Dairy Milk Fruit & Nut Chocolate Bar 110G,/groceries/en-IE/products/293597030,€2.00
Tesco Drained Tuna Steak In Brine 110G,/groceries/en-IE/products/300991951,€1.30
Tesco Milk Chocolate Bar 200G,/groceries/en-IE/products/300794925,€1.99
Galaxy Milk Chocolate Bar 110G,/groceries/en-IE/products/300228255,€1.69
Batchelors Baked Beans In Tomato Sauce 420G,/groceries/en-IE/products/250866617,€1.25
Tesco Pitted Black Olives 330G,/groceries/en-IE/products/253375738,€1.00
Ben's Original Long Grain Rice 1Kg,/groceries/en-IE/products/309178103,€4.00
Tesco Drained Tuna Steak In Sunflower Oil 110G,/groceries/en-IE/products/300992028,€1.35
Barilla Tortiglioni 500G,/groceries/en-IE/products/284210449,€2.75
Barilla Penne Rigate 500G,/groceries/en-IE/products/283223142,€2.75
Batchelors No Added Sugar Peas 3X225g,/groceries/en-IE/products/257198135,€2.99
Cadbury Dairy Milk Daim Chocolate Bar 120G,/groceries/en-IE/products/278678169,€2.00
Dr.Oetker Bicarbonate Soda 200G,/groceries/en-IE/products/282996938,€1.95
Sunny South Baby Carrots In Jars 340G,/groceries/en-IE/products/258285128,€1.09
Tesco Gnocchi 500G,/groceries/en-IE/products/273961567,€1.40
Tayto Hunky Dory Crinkle Buffalo Crisps 135G,/groceries/en-IE/products/307742429,€2.80
Nescafe Gold Smooth Instant Coffee 200G,/groceries/en-IE/products/274510564,€10.85
Tesco Red Kidney Beans In Chilli 390G,/groceries/en-IE/products/301956693,€1.25
Tesco Freeze Dried Chives 3.5 G Jar,/groceries/en-IE/products/256147048,€0.60
Knorr White Sauce Mix Packet 25G,/groceries/en-IE/products/252173950,€0.99
Loyd Grossman Tomato & Basil Pasta Sauce 350G,/groceries/en-IE/products/250742228,€3.50
Tesco Garlic & Herb Croutons 100G,/groceries/en-IE/products/264880584,€0.99
Ready Brek Original Porridge 750G,/groceries/en-IE/products/254853914,€4.39
Tesco Roasted & Salted Pistachio Nuts 300G,/groceries/en-IE/products/257379526,€3.19
Fox's Party Rings Biscuits 125G,/groceries/en-IE/products/254921644,€1.25
Kenco Rich Instant Coffee 200G,/groceries/en-IE/products/258398761,€7.49
Tesco Easy Cook Brown Rice Boil In Bag 4 Pack 500G,/groceries/en-IE/products/278086224,€1.05
Tesco Walnut Halves 100G,/groceries/en-IE/products/307329810,€1.10
Knorr Cheese Sauce 33G,/groceries/en-IE/products/252175429,€0.99
Mcvities 3 Jaffa Cakes Pocket Pack 183G,/groceries/en-IE/products/299623888,€3.60
Fulfil Salted Caramel Vitamin Protein Bar 55G,/groceries/en-IE/products/302088255,€2.99
Tesco Original Porridge Pot 55G,/groceries/en-IE/products/275945215,€0.70
Kelkin Plain Yoghurt Covered Rice Cakes 100G,/groceries/en-IE/products/266520812,€2.59
Tayto Waffles 6 X 26G,/groceries/en-IE/products/254054161,€3.25
Sacla Classic Basil Pesto 190G,/groceries/en-IE/products/254879319,€4.19
Tesco Honey Nut Corn Flakes 500G,/groceries/en-IE/products/313175187,€1.19
Kit Kat 2 Finger White Chocolate Wafer Bars 9 X 20.7G,/groceries/en-IE/products/310655972,€2.79
Dolmio Tomato Red Lasagne Sauce 750G,/groceries/en-IE/products/259994883,€3.19
Rowntrees Vegan Fruit Pastilles 4X42.8G,/groceries/en-IE/products/308495309,€3.10
Tesco Red Split Lentils 1Kg,/groceries/en-IE/products/262876719,€1.85
Carrs Cream Crackers 200G,/groceries/en-IE/products/284352488,€1.39
Heinz Minions Pasta Shapes 205G,/groceries/en-IE/products/293061916,€1.25
Tesco Instant Oats Porridge Pot Golden Syrup 55G,/groceries/en-IE/products/275945987,€0.75
Heinz Spaghetti Hoops In Tomato Sauce 400G,/groceries/en-IE/products/258400811,€1.90
Tesco Roasted Salted Peanuts 200G,/groceries/en-IE/products/297511989,€1.50
Milka Happy Cows Milk & White Chocolate Bar 100G,/groceries/en-IE/products/264875337,€1.75
Keoghs Popcorn Honey And Sea Salt 90G,/groceries/en-IE/products/302550376,€2.49
Tesco Lentil Curls Sour Cream & Chive 6 Pack 120G,/groceries/en-IE/products/297348860,€2.00
Walkers Variety Crisps 6X25g,/groceries/en-IE/products/254927131,€2.99
Maxwell House Coffee Powder 200G,/groceries/en-IE/products/254889797,€5.99
Maldon Sea Salt 250G,/groceries/en-IE/products/257410991,€3.49
Erin Condensed Cream Of Chicken Soup 400G,/groceries/en-IE/products/259684806,€2.35
Tayto Hunky Dorys Crnk/Cut Crsps Cheese And Onin 225G,/groceries/en-IE/products/307761769,€4.45
Tesco Light Brown Soft Sugar 500G,/groceries/en-IE/products/308497441,€1.25
La Costena Nachos Pickled Jalapeno Peppers 440G,/groceries/en-IE/products/306502704,€3.49
Tesco Fruit Nut Muesli 750G,/groceries/en-IE/products/265536818,€1.99
Tunnocks Milk Chocolate Teacakes 10 Pack 275G,/groceries/en-IE/products/258418318,€3.19
Don Carlos Organic Fine Sea Salt 360G,/groceries/en-IE/products/256749048,€1.39
Kelkin Peanut Butter Smooth 350G,/groceries/en-IE/products/250807337,€3.99
Tesco Strawberry Flavour Laces 75G,/groceries/en-IE/products/257133783,€0.75
Keogh's Crisps Shamrck&Sour Cream Potato Crisp 125G,/groceries/en-IE/products/273692954,€2.79
Meridian Almond Butter Smooth 170G,/groceries/en-IE/products/288745069,€4.99
Tesco Clear Honey 454G,/groceries/en-IE/products/254850860,€2.30
Belvita Soft Filled Chocolate Biscuits 250G,/groceries/en-IE/products/297544898,€3.20
Dolmio Meatball Tomato & Basil Pasta Sauce 500G,/groceries/en-IE/products/274001361,€2.40
Tesco Fajita Seasoning 30G,/groceries/en-IE/products/292761809,€0.75
Nestle Aero Milk Chocolate Bars Multipack 4 X 27g,/groceries/en-IE/products/265046131,€1.99
Old El Paso Refried Beans 435G,/groceries/en-IE/products/253836073,€2.29
Knorr Quick Soup Chicken 3X64ml,/groceries/en-IE/products/296289850,€1.65
Oldelpaso Cheesy Baked Enchilada Dinner Kit 663G,/groceries/en-IE/products/265434242,€4.69
Schwartz Creamy Pepper Sauce 25G,/groceries/en-IE/products/258092039,€1.29
Barry's Tea Decaffeinatd Tea 40 Pack,/groceries/en-IE/products/261743268,€2.85
Mutti Pizza Sauce 400G,/groceries/en-IE/products/283713806,€2.55
Tesco Honey Hoops 375G,/groceries/en-IE/products/292975729,€1.90
Kinder Cards Biscuit Wafers 8 X 12.8G,/groceries/en-IE/products/307161304,€2.50
Tesco Viennese Half Coated Swirl 135G,/groceries/en-IE/products/294779596,€1.75
Kelkin Smooth 100% Peanut Butter 210G,/groceries/en-IE/products/298041190,€3.29
Tesco 5 Chocolate & Raspberry Bars 115G,/groceries/en-IE/products/300877177,€1.30
Jus-Rol Pains Au Chocolat Dough 6 Pack 275G,/groceries/en-IE/products/273798639,€3.79
Jordans Simply Granola 750G,/groceries/en-IE/products/285398720,€4.39
Jus-Rol Cinnamon Swirls Dough 6 Pack 270G,/groceries/en-IE/products/280988358,€3.79
Pringles Paprika 165G,/groceries/en-IE/products/311439138,€3.49
Tesco Taco Mix Beans & Mexican Sauce 395G,/groceries/en-IE/products/259061910,€1.19
Canderel Sweetener 100 Pack,/groceries/en-IE/products/254917575,€1.85
Tesco English Mustard 190G,/groceries/en-IE/products/255664065,€0.71
Tesco Wholemeal 8 Tortilla Wraps 320G,/groceries/en-IE/products/292761078,€1.49
Tesco Mixed Herbs 30G,/groceries/en-IE/products/296921655,€0.60
Lyons Viscount Mint Chocolate Biscuit 7 Pack 98G,/groceries/en-IE/products/275216658,€1.75
Ambrosia Mini Custard 30% Less Sugar 6S 330G,/groceries/en-IE/products/297559662,€3.60
Tesco Garlic Salt 90G,/groceries/en-IE/products/251621347,€0.60
Roma Passata 680G,/groceries/en-IE/products/266724986,€2.95
Cadbury Bournville Bar 180G,/groceries/en-IE/products/286265409,€3.00
Franks Redhot Original 354Ml,/groceries/en-IE/products/292275982,€4.70
Cirio Plum Peeled Tomatoes 400G,/groceries/en-IE/products/255098527,€1.59
Graze Cocoa & Vanilla Bar 4 X 30G,/groceries/en-IE/products/296445631,€2.95
Mcvitie's Digestive Original 360G,/groceries/en-IE/products/313832055,€1.75
Tesco Medium Taco Kit 275G,/groceries/en-IE/products/251795098,€1.60
Tesco Red Lentil Fusilli Pasta Gluten Free 250G,/groceries/en-IE/products/297484755,€1.50
Nature Valley Crunchy Granola Peanut Butter Bars 5X42g,/groceries/en-IE/products/294993606,€2.99
Tesco Fizzy Strawberry Flavour Lances 75G,/groceries/en-IE/products/257133685,€0.75
Kellogg's Frosties Cereal 750G,/groceries/en-IE/products/256240133,€6.00
Chivers Jelly Strawberry 2 X 135G,/groceries/en-IE/products/251838955,€2.19
Tesco Chinese Style Curry Sauce 500G,/groceries/en-IE/products/266896891,€0.95
Tesco Reduced Fat Green Pesto 190G,/groceries/en-IE/products/274111484,€1.55
Tesco Finest Raspberry Conserve 320G,/groceries/en-IE/products/311254696,€2.29
Knorr Pepper Cream Sauce 38Gm,/groceries/en-IE/products/252176866,€1.49
Haribo Supermix 160G,/groceries/en-IE/products/306932729,€1.14
Belvita Sandwich Plain Yogurt Crunch 253G,/groceries/en-IE/products/271099738,€3.20
Tesco Roasted &Salted Cashew Nuts 350G,/groceries/en-IE/products/268285067,€5.00
Hp Top Down Brown Sauce 450G,/groceries/en-IE/products/261507134,€4.60
Kellogg's Nutri-Grain Raisin 6 X 45G,/groceries/en-IE/products/262103796,€4.00
Mcvitie's Digestive Biscuits 225G,/groceries/en-IE/products/313847470,€1.50
Kind Protein Dark Chocolate Nut Snack Bar 3X42g,/groceries/en-IE/products/308499109,€3.99
Ready Brek Original 450G,/groceries/en-IE/products/285512350,€3.29
Cadbury Hot Chocolate Cocoa Powder 500G,/groceries/en-IE/products/254890316,€3.29
Kelkin Popping Corn 500G,/groceries/en-IE/products/250816482,€2.15
Tesco White Wine Vinegar 350Ml,/groceries/en-IE/products/260511700,€0.85
Knorr Savoury Gravy Gluten Free Granule185g,/groceries/en-IE/products/252187755,€2.95
Nestle Aero Peppermint Chocolate Bars Multipack 4 X 27g,/groceries/en-IE/products/268592982,€1.99
Nescafe Gold Cappuccino Unsweetened 8 Sachets 113.6G,/groceries/en-IE/products/296141967,€3.00
Nescafe Gold Latte Caramel Coffee 8 X 17G,/groceries/en-IE/products/291844230,€3.00
Alpen No Added Sugar 1.10Kg,/groceries/en-IE/products/285512315,€4.95
Tesco Dried Rosemary 27G Jar,/groceries/en-IE/products/256149680,€0.60
Tesco Light Brown Soft Sugar 1Kg Pack,/groceries/en-IE/products/256775623,€1.85
Cadbury Oreo Bites 110G,/groceries/en-IE/products/300112478,€2.50
Walkers Wotsits Giants Flamin' Hot Snacks 130G,/groceries/en-IE/products/305955307,€2.49
Bens Original Sweet & Sour Sauce 450G,/groceries/en-IE/products/309190957,€2.35
Tesco Gravy Granules For Chicken 200G,/groceries/en-IE/products/259557284,€0.85
Knorr Medium Curry Sauce Mix 47G,/groceries/en-IE/products/252170832,€0.99
Chef Sliced Beetroot 350G,/groceries/en-IE/products/256603534,€2.55
Milka Noisette Milk Chocolate Bar 100G,/groceries/en-IE/products/278656869,€1.75
Odlums Self Rais Ing Flour 2Kg,/groceries/en-IE/products/250826752,€3.69
Knorr Beef 8 Stock Cubes 80G,/groceries/en-IE/products/254881195,€2.19
Tilda Thai Jasmine Rice 500G,/groceries/en-IE/products/258204208,€3.99
Belvita Honey & Nut Biscuits 225G,/groceries/en-IE/products/297544938,€3.00
John West No Drain Tuna Steak In Brine 3X60g,/groceries/en-IE/products/271183494,€3.99
Tesco Raspberry Mushrooms 75G,/groceries/en-IE/products/284181880,€0.75
Tesco Sardines In Brine 120G,/groceries/en-IE/products/258574414,€0.50
Tesco Golden Caster Sugar 1Kg,/groceries/en-IE/products/308117656,€1.75
Hellmann's Vegan Mayonnaise 270G,/groceries/en-IE/products/301956559,€3.50
Ryvita Dark Rye Crisp Bread 250G,/groceries/en-IE/products/256001031,€2.39
Graze Honey And Oat Bar 4 X 30G,/groceries/en-IE/products/296425298,€2.95
Barry's Tea Peppermint 20'S 40G,/groceries/en-IE/products/260064877,€2.40
Graze Peanut Butter & Chocolate Protein Bites 4 X 30G,/groceries/en-IE/products/302302779,€2.95
Knorr Mealmaker Chilli Con Carne 50G,/groceries/en-IE/products/252176152,€1.59
Dolmio Light Creamy Sauce For Lasagne 470G,/groceries/en-IE/products/277006339,€2.40
Tesco Mexican Inspired Rice 250G,/groceries/en-IE/products/292818646,€0.90
Tayto Lentil Chips Cheese And Onin Flavoured 6X20g,/groceries/en-IE/products/310129340,€2.90
Tesco Nut & Maple Crisp 500G,/groceries/en-IE/products/292989362,€1.81
Haribo Maoam Joystixx 140G (R),/groceries/en-IE/products/302225877,€0.99
Bisto Best Beef Gravy 230G,/groceries/en-IE/products/311795683,€4.65
Kelloggs Nutrigrain Apple 6X37g,/groceries/en-IE/products/267952731,€4.00
Bunalun Organic Unsalted Rice Cakes 100G,/groceries/en-IE/products/257550507,€2.15
Chivers Real Dairy Cream Uht 250G,/groceries/en-IE/products/312561327,€2.99
Cirio Tomato Puree 140G,/groceries/en-IE/products/266643851,€1.65
Tesco Finest Quadruple Chocolate Cookies 200G,/groceries/en-IE/products/255418640,€2.00
Hellmann's Light Squeezy Mayonnaise 430Ml,/groceries/en-IE/products/264364700,€3.79
Ryvita Whole- Grain Cracker- Bread 125G,/groceries/en-IE/products/263232582,€1.99
Flahavans Quick Oats Sachets 10X35g,/groceries/en-IE/products/252438958,€3.19
Tesco Sliced Black Olives In Brine 340G,/groceries/en-IE/products/258251105,€1.00
Tilda Brown Steamed Basmati Rice Classic 250G,/groceries/en-IE/products/262313373,€2.09
Kp Hula Hoops Family 6X24g,/groceries/en-IE/products/287135931,€3.35
Tesco Mackerel Fillets Sunflower Oil 125G,/groceries/en-IE/products/253951621,€1.00
Blue Dragon Whole Wheat Noodles 300G,/groceries/en-IE/products/272854114,€1.99
Healys Organic Honey 340G,/groceries/en-IE/products/295086786,€3.69
Tassimo Kenco Americano Grande Pods X16 144G,/groceries/en-IE/products/289573898,€6.95
Jus-Rol Croissants Dough 6 Pack 350G,/groceries/en-IE/products/290338693,€3.79
Tesco Virgin Organic Coconut Oil 300Ml,/groceries/en-IE/products/292718570,€4.40
Nestle Golden Nuggets Cereal 375G,/groceries/en-IE/products/276973652,€3.99
Dr Oetker Baking Cases 100Pc,/groceries/en-IE/products/304724639,€1.45
Tesco Butter Chicken Cooking Sauce 500G,/groceries/en-IE/products/268509962,€0.99
Kelkin Peanut Butter Crunchy 350G,/groceries/en-IE/products/250806937,€3.99
Tesco Coarse Black Pepper 50G,/groceries/en-IE/products/257536462,€0.79
Alpro Single Soya Uht Soya Alternative To Cream 250Ml,/groceries/en-IE/products/255764252,€1.45
Roma Tomato Puree Pull Ring 150G,/groceries/en-IE/products/250850365,€1.45
Knorr Mealmaker Chicken Casserol 48G,/groceries/en-IE/products/252176618,€1.59
Dolmio Tomato & Cheese Pasta Bake 500G,/groceries/en-IE/products/253946979,€3.00
Kind Dark Chocolate Nuts & Sea Salt Bars 3 X 30G,/groceries/en-IE/products/308109009,€3.99
Knorr Chicken Noodle Soup 48Gm,/groceries/en-IE/products/252192691,€1.60
Nakd Cocoa Delight Bars 4 Pack 140G,/groceries/en-IE/products/278339174,€3.60
Mlekovita Kefir Yogurt Style Drink 1Ltr,/groceries/en-IE/products/278297723,€2.75
Tesco Finest Costa Rican Instant Coffee 100G,/groceries/en-IE/products/279429982,€3.20
Tesco Sweet Popcorn 110G,/groceries/en-IE/products/268497375,€1.35
Schar Crisp Bread 150G,/groceries/en-IE/products/268890894,€2.79
Tesco Mediterranean Couscous 110G,/groceries/en-IE/products/253748557,€0.75
Oreo Lunchbox Double Creme 170G,/groceries/en-IE/products/301011249,€1.99
Tesco Fizzy Cola Lances 75G,/groceries/en-IE/products/257133731,€0.75
Mcvities Light Rich Tea 300G,/groceries/en-IE/products/255404777,€1.75
Batchelors Mushy Peas 420G,/groceries/en-IE/products/253450943,€1.35
Go Ahead Fruit Crispy Slices 4Pack 174G,/groceries/en-IE/products/313848244,€3.29
Tesco Finest Basil Pesto 190G,/groceries/en-IE/products/266578922,€2.39
Colman's Original English Mustard 170G,/groceries/en-IE/products/254887033,€2.30
Tesco Pineapple Slices In Natural Juice 227G,/groceries/en-IE/products/255605263,€1.30
Panda Peanut Butter Smooth 340G,/groceries/en-IE/products/262790578,€2.99
Haribo Share The Happy Fizzy & Fruit Gums 352G,/groceries/en-IE/products/308497889,€3.75
Knorr Mealmaker Savoury Mince 55G,/groceries/en-IE/products/271090068,€1.59
Heinz Spaghetti Hoops In Tomato Sauce 4 X 400G,/groceries/en-IE/products/301323859,€5.50
Doves Farm Gluten Free Self Raising 1Kg,/groceries/en-IE/products/264177046,€2.45
Knorr Thick Chicken Soup 62G,/groceries/en-IE/products/252192656,€1.59
Nakd Cocoa Orange Bars 4 Pack 140G,/groceries/en-IE/products/279568413,€3.60
Tesco Finest Sea Salt And White Wine Vinegar Crisps 150G,/groceries/en-IE/products/306821044,€2.25
Follain Fruit Raspberry Jam 340G,/groceries/en-IE/products/274669181,€3.00
Tesco Straight To Wok Udon Noodles 300G,/groceries/en-IE/products/276056557,€0.75
Mutti Chopped Tomatoes 400G,/groceries/en-IE/products/289806987,€1.75
Tesco Artichoke Antipasti 285G,/groceries/en-IE/products/265915658,€1.25
Tesco Ground Ginger 38G Jar,/groceries/en-IE/products/256149904,€0.60
Tesco Sage & Onion Stuffing Mix 170G,/groceries/en-IE/products/254881356,€0.90
Old El Paso Extra Mild Fajita Dinner Kit 476G,/groceries/en-IE/products/267073786,€4.49
John West Tuna With A Twist Lime And Black Pepper 85G,/groceries/en-IE/products/252424032,€2.49
Mcvities Milk Chocolate Digestive 266G,/groceries/en-IE/products/300917252,€2.25
Lindt Excellence Touch Of Sea Salt Chocolate Bar 100G,/groceries/en-IE/products/266726834,€3.50
Tayto Bumper Bundle 12Pack X 216G,/groceries/en-IE/products/304647449,€4.70
Kellogg's Frosties Cereal Bars 6 X 25G,/groceries/en-IE/products/252882312,€2.85
Children's Health Foundation,/groceries/en-IE/products/287971021,€1.00
Ms Molly's Chocolate Chip Cookies 250G,/groceries/en-IE/products/299599000,€0.85
Kellogg's Coco Pops 295G,/groceries/en-IE/products/268137134,€3.30
Follain Traditional Orange Marmalade 370G,/groceries/en-IE/products/250829207,€2.85
John West Limited No Drain Tuna Steaks In Oil 3X60g,/groceries/en-IE/products/271183304,€3.99
Mc Donnells Slimmers Curry Tub 200G,/groceries/en-IE/products/298004269,€3.99
Bisto Powder Original 10/ 200G,/groceries/en-IE/products/299610990,€2.75
Ferrero Nutella And Go Chocolate Bars Multipack 1 X 96g,/groceries/en-IE/products/293639332,€2.59
Wrigley Extra Bubblemint Gum Bottle 46 Pieces,/groceries/en-IE/products/282371451,€2.85
Heinz Garlic Sauce 230G,/groceries/en-IE/products/298231092,€2.29
Kinder Surprise Egg 3 X 20G,/groceries/en-IE/products/255028099,€2.49
Old El Paso 12 Taco Shells 156G,/groceries/en-IE/products/265434265,€3.29
Cadbury Dairy Milk Whole Nut Chocolate 180G,/groceries/en-IE/products/311208619,€3.00
Sharwoods Medium Egg Noodles 340G,/groceries/en-IE/products/301412473,€3.15
Tesco Free From Multigrain Hoops 300G,/groceries/en-IE/products/297461811,€2.50
Nestle Shredded Wheat Bitesize Cereal 720G,/groceries/en-IE/products/308488550,€5.00
Properchips Salt & Vinegar Lentil Chips 85G,/groceries/en-IE/products/305736014,€2.99
Tesco Wholegrain Mustard 180G,/groceries/en-IE/products/260691779,€0.75
Keogh's 6 Pack Cheese And Onion And Salt And Vinegar Crsps 180G,/groceries/en-IE/products/308495495,€3.99
Tesco Finest Pink Himalayan Salt Mill 95G,/groceries/en-IE/products/300456324,€1.40
Tesco Dark Cooking Chocolate 150G,/groceries/en-IE/products/258521155,€0.75
Dolmio Stir In Sweet Pepper Pasta Sauce 150G,/groceries/en-IE/products/251698077,€2.40
Ben's Original Mild Curry Sauce 440G,/groceries/en-IE/products/309467619,€2.30
Dolmio Bolognese Onion & Garlic Pasta Sauce 500G,/groceries/en-IE/products/262528038,€2.40
Cadbury Dairy Milk Caramel Chocolate Bar 120G,/groceries/en-IE/products/275523317,€2.00
Tesco Sesame Seeds 100G,/groceries/en-IE/products/307315008,€1.25
Smarties Pouch 105G,/groceries/en-IE/products/308833384,€2.65
Tesco Gold Decaffeinated Instant Coffee 200G,/groceries/en-IE/products/257705850,€3.50
Kp Original Salted Peanuts 415G,/groceries/en-IE/products/300201309,€5.35
Tesco Mild Curry Powder 80G,/groceries/en-IE/products/255770060,€1.00
Nairns Gluten Free Oatcakes 213G,/groceries/en-IE/products/294342393,€3.49
Amoy Dark Soy Sauce 150Ml,/groceries/en-IE/products/253778008,€2.50
Sarsons Malt Vinegar 250Ml,/groceries/en-IE/products/255664543,€1.20
Mars Fun Size Chocolate Bars Multipack 16 X 18.9g,/groceries/en-IE/products/311267030,€4.49
Hartleys Sugar Free Jelly Strawberry 23G,/groceries/en-IE/products/252469938,€1.19
Cadbury Oreo Cadbury Coated Biscuit 164G,/groceries/en-IE/products/304372445,€3.30
Tesco Reduced Fat Custard 500G,/groceries/en-IE/products/311440556,€0.50
Tesco 8 Corn Tortilla Wrap 320G,/groceries/en-IE/products/292761406,€1.49
Tesco Finest Meringue Nests 8S,/groceries/en-IE/products/260245738,€1.95
Tesco Macaroni Cheese Pasta And Sauce 120G,/groceries/en-IE/products/266376337,€0.95
Tesco White Chocolate Cookies 5 Pack,/groceries/en-IE/products/276132127,€2.75
Tesco Wholegrain Spicy Mexican Inspired Rice 250G,/groceries/en-IE/products/292818871,€0.90
Kp Hula Hoops Salt & Vinegar 6X24g,/groceries/en-IE/products/287135827,€3.35
Batchelors Marrow Fat Peas 420G,/groceries/en-IE/products/250817417,€1.30
Tesco Dolly Mixtures 85G,/groceries/en-IE/products/274000304,€0.75
Koka Curry Noodles 85G,/groceries/en-IE/products/250822416,€1.19
Roma Chopped Tomatoes 400G,/groceries/en-IE/products/250845216,€1.69
Mcdonnells Mild Curry Sauce 200G,/groceries/en-IE/products/311943382,€3.99
Keogh's Crisps Sweet Chilli And Irish Peppr Potato Crisp 125G,/groceries/en-IE/products/279599848,€2.79
Odonnells Variety Flavoured Crisps 6 X 30G,/groceries/en-IE/products/309461620,€3.65
Kellogs Rice Krispies Squares Cookie And Cream 4X34g,/groceries/en-IE/products/308497746,€2.85
Tesco White Cooking Chocolate 150G,/groceries/en-IE/products/259690735,€0.90
Tesco Free From Lasagne Sheets 250G,/groceries/en-IE/products/264890284,€1.90
Knoppers Milk & Hazelnut Wafers 4 Pack 100G,/groceries/en-IE/products/305433038,€1.50
Odonnells Crinkle Cut Mature Cheese Red Onion 125G,/groceries/en-IE/products/309469773,€2.90
Cadbury Hot Chocolate Cocoa Powder 250G,/groceries/en-IE/products/254890339,€2.95
Blue Dragon Oyster & Sp.Oni Spring Onion Sauce 120G,/groceries/en-IE/products/295871830,€1.15
Tesco Dry Roasted Peanuts 550G,/groceries/en-IE/products/297512061,€2.50
Tesco White Mini Marshmallows 100G,/groceries/en-IE/products/304381175,€1.50
Weetabix Oatibix Cereal 24 Pack,/groceries/en-IE/products/260360745,€4.69
Tesco Free From Wholegrain Rice Cakes 130G,/groceries/en-IE/products/284384968,€1.59
The Nat/Confco Sour Squirms 110G,/groceries/en-IE/products/311426770,€1.45
Cadbury Dairy Milk Fingers Biscuits 189G,/groceries/en-IE/products/307337996,€2.99
Manhattan Salted Peanuts 200G,/groceries/en-IE/products/250836193,€2.85
Tesco Italian Extra Virgin Olive Oil 500Ml,/groceries/en-IE/products/259074328,€5.49
Ambrosia Creamed Rice Pudding 4 X 125G,/groceries/en-IE/products/268420651,€4.55
Odlums Pancake Mix 500G,/groceries/en-IE/products/250824875,€2.19
Bunalun Organic Corn Cakes 110G,/groceries/en-IE/products/264555146,€2.15
Blue Dragon Teriyaki Stir Fry Sauce 120G,/groceries/en-IE/products/303126912,€1.15
Fruit Factory Multi Fruit Strings 5X 20G,/groceries/en-IE/products/265285233,€2.75
Tesco Instant Oats Porridge Pot Apple & Blueberry 55G,/groceries/en-IE/products/292991312,€0.75
Mayflower Medium Curry Sauce Mix 255G,/groceries/en-IE/products/312586762,€2.99
Fulfil Peanut & Caramel Vitamin & Protein Bar 55G,/groceries/en-IE/products/293478055,€2.99
Tesco Prunes In Juice 410G,/groceries/en-IE/products/259062039,€1.75
Bisto Chicken Gravy Granules 190G,/groceries/en-IE/products/309481354,€3.10
Whitworths Popping Corn 500G,/groceries/en-IE/products/267275887,€2.20
Tesco Malt Vinegar 568Ml,/groceries/en-IE/products/254885093,€0.75
Tilda Basmati Brown Rice 500G,/groceries/en-IE/products/254199298,€3.99
Knorr Pepper Sauce Tub 170G,/groceries/en-IE/products/293437375,€3.65
Bonne Maman Orange Fine Shred Marmalade 370G,/groceries/en-IE/products/252780755,€3.99
Tesco Wholefoods 4 Seed Mix 300G,/groceries/en-IE/products/271072620,€3.40
Cadbury White Chocolate Fingers Biscuits 114G,/groceries/en-IE/products/306928569,€1.99
John West Spreadables Tuna Mayonnaise Sweetcorn 80G,/groceries/en-IE/products/286160850,€1.89
Knorr Quick Soup Oxtail 3 X 64Ml,/groceries/en-IE/products/296289717,€1.65
Roma Lasagne Wavy 375G,/groceries/en-IE/products/251976566,€3.15
Stockwell & Co Granola 1Kg,/groceries/en-IE/products/307758457,€1.99
Forest Feast Salted Dark Chocolate Almonds 120G,/groceries/en-IE/products/306813313,€3.75
Amoy Reduced Salt Soy Sauce 150Ml,/groceries/en-IE/products/253391528,€2.50
Kellogg's Nutrigrain Blueberry 6X37g,/groceries/en-IE/products/267953350,€4.00
Roma Spaghetti 1Kg,/groceries/en-IE/products/250840072,€3.29
Tesco Light In Colour Olive Oil 1Ltr,/groceries/en-IE/products/259045325,€3.99
Lindt Excellence Dark 90% Cocoa Chocolate Bar 100G,/groceries/en-IE/products/264587407,€3.50
Jacobs Pink Wafer 100G,/groceries/en-IE/products/286579810,€1.69
Ben's Original Egg Fried Microwave Rice 250G,/groceries/en-IE/products/309190047,€2.29
